exp_id,version,filename,size,creator,n_params
FR-FCM-ZZ45,FCS3.0,2151_074_BA2012-02-28_014.fcs,322324,BD FACSDiva Software Version 6.2,8
FR-FCM-ZZ45,FCS3.0,2151_074_BA2012-02-28_015.fcs,322323,BD FACSDiva Software Version 6.2,8
FR-FCM-ZZ45,FCS3.0,2151_074_BA2012-02-28_016.fcs,322323,BD FACSDiva Software Version 6.2,8
FR-FCM-ZZ45,FCS3.0,2151_074_BA2012-02-28_017.fcs,322323,BD FACSDiva Software Version 6.2,8
FR-FCM-ZZ45,FCS3.0,2151_074_BA2012-02-28_018.fcs,322323,BD FACSDiva Software Version 6.2,8
FR-FCM-ZZ45,FCS3.0,2151_074_BA2012-02-28_019.fcs,322324,BD FACSDiva Software Version 6.2,8
FR-FCM-ZZ45,FCS3.0,2151_074_BA2012-02-28_020.fcs,322324,BD FACSDiva Software Version 6.2,8
FR-FCM-ZZ45,FCS3.0,2151_074_BA2012-02-28_021.fcs,322324,BD FACSDiva Software Version 6.2,8
FR-FCM-ZZ45,FCS3.0,2151_074_BA2012-02-28_022.fcs,322324,BD FACSDiva Software Version 6.2,8
FR-FCM-ZZ46,FCS3.0,2151_081_BA2012-03-14_027.fcs,804390,BD FACSDiva Software Version 6.2,20
FR-FCM-ZZ46,FCS3.0,2151_081_BA2012-03-14_029.fcs,804389,BD FACSDiva Software Version 6.2,20
FR-FCM-ZZ47,FCS3.0,2151_081_BA2012-03-14_017.fcs,804390,BD FACSDiva Software Version 6.2,20
FR-FCM-ZZ48,FCS3.0,2151_069_BA20110822_001.fcs,804003,BD FACSDiva Software Version 6.1.3,20
FR-FCM-ZZ48,FCS3.0,2151_069_BA20110822_002.fcs,804003,BD FACSDiva Software Version 6.1.3,20
FR-FCM-ZZ48,FCS3.0,2151_069_BA20110822_003.fcs,804002,BD FACSDiva Software Version 6.1.3,20
FR-FCM-ZZ48,FCS3.0,2151_069_BA20110822_004.fcs,804001,BD FACSDiva Software Version 6.1.3,20
FR-FCM-ZZ48,FCS3.0,2151_069_BA20110822_005.fcs,804007,BD FACSDiva Software Version 6.1.3,20
FR-FCM-ZZ48,FCS3.0,2151_069_BA20110822_006.fcs,804005,BD FACSDiva Software Version 6.1.3,20
FR-FCM-ZZ48,FCS3.0,2151_069_BA20110822_007.fcs,804002,BD FACSDiva Software Version 6.1.3,20
FR-FCM-ZZ48,FCS3.0,2151_069_BA20110822_008.fcs,804002,BD FACSDiva Software Version 6.1.3,20
FR-FCM-ZZ48,FCS3.0,2151_069_BA20110822_009.fcs,804002,BD FACSDiva Software Version 6.1.3,20
FR-FCM-ZZ48,FCS3.0,2151_069_BA20110822_010.fcs,804001,BD FACSDiva Software Version 6.1.3,20
FR-FCM-ZZ4B,FCS2.0,Test 12 005.LMD,585678,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 9 008.LMD,767421,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 20 001.LMD,1052207,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 9 004.LMD,813281,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 16 001.LMD,998339,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 13 004.LMD,992176,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 12 007.LMD,572013,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 10 008.LMD,917245,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 2 009.LMD,806938,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 13 008.LMD,955515,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 1 002.LMD,862873,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 11 004.LMD,1219186,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 5 006.LMD,1018074,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 12 004.LMD,578821,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 4 007.LMD,1168818,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 10 005.LMD,926676,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 15 002.LMD,849258,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 7 007.LMD,710931,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 17 006.LMD,892035,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 19 004.LMD,1024100,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 10 004.LMD,959149,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 20 006.LMD,964118,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 2 001.LMD,850084,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 9 007.LMD,805920,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 11 007.LMD,1175440,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 15 008.LMD,834168,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 8 009.LMD,894795,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 4 002.LMD,1183587,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 20 008.LMD,967937,NA,7
FR-FCM-ZZ4B,FCS2.0,Test 4 009.LMD,1179308,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD CD#120 _050.LMD,773630,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD CD#136 _Clav.LMD,906737,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD CD#165_732.LMD,3552983,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD CD#85 A_805.LMD,1176342,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD CD#90 J_051.LMD,1841257,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD CD#90 J_081.LMD,1668570,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD CD#91 J_709.LMD,1286086,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD CD#96 S_225.LMD,809566,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD CD#97 S_322.LMD,769014,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD09_874.LMD,332044,NA,5
FR-FCM-ZZ4E,FCS2.0,LMD10_886.LMD,267276,NA,5
FR-FCM-ZZ4E,FCS2.0,LMD14_198.LMD,177164,NA,5
FR-FCM-ZZ4E,FCS2.0,LMD15_447.LMD,171148,NA,5
FR-FCM-ZZ4E,FCS2.0,LMD20_186.LMD,172940,NA,5
FR-FCM-ZZ4E,FCS2.0,LMD21_081.LMD,339596,NA,5
FR-FCM-ZZ4E,FCS2.0,LMD25_461.LMD,246412,NA,5
FR-FCM-ZZ4E,FCS2.0,LMD25_948.LMD,135180,NA,5
FR-FCM-ZZ4E,FCS2.0,LMD26_997.LMD,158860,NA,5
FR-FCM-ZZ4E,FCS2.0,LMD27_094.LMD,276492,NA,5
FR-FCM-ZZ4E,FCS2.0,LMD27_671.LMD,135052,NA,5
FR-FCM-ZZ4E,FCS2.0,LMD28_791.LMD,615972,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD31_714.LMD,504430,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD38_203.LMD,1329216,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD41_509.LMD,1453529,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD54_413.LMD,1013837,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD54_968.LMD,680979,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD70_640.LMD,1190754,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD78_729.LMD,639368,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD80_337.LMD,999395,NA,7
FR-FCM-ZZ4E,FCS2.0,LMD80_844.LMD,1101519,NA,7
FR-FCM-ZZ4G,FCS3.0,"Meres 11,2f,09,2f,30_RA19 tr.fcs",34274624,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 10,2f,09,2f,01_RA05 tr.fcs",7375532,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 10,2f,03,2f,19_RA04 tr.fcs",25069560,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 10,2f,02,2f,19_RA02 k.fcs",30373890,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 11,2f,07,2f,13_RA15 k.fcs",43460546,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 10,2f,03,2f,19_RA04 mg.fcs",30490008,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 11,2f,05,2f,11_RA13 tr.fcs",28456064,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 10,2f,09,2f,01_RA06 tr.fcs",6098432,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 10,2f,02,2f,19_RA02 mg.fcs",24144460,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 11,2f,04,2f,14_RA12 tr.fcs",27051188,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 11,2f,09,2f,30_RA18 tr.fcs",30097000,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 11,2f,04,2f,14_RA12 k.fcs",27712154,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 10,2f,02,2f,19_RA02 tr.fcs",24574340,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 11,2f,09,2f,30_RA18 k.fcs",25443426,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 11,2f,07,2f,13_RA15 mg.fcs",32354244,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 11,2f,07,2f,27_RA17 k.fcs",43195138,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 11,2f,02,2f,08_RA10 tr.fcs",22999008,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 11,2f,09,2f,30_RA19 k.fcs",33570270,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 10,2f,03,2f,19_RA04 k.fcs",30414722,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 11,2f,06,2f,21_RA14 mg.fcs",22825076,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 11,2f,07,2f,13_RA15 tr.fcs",36357056,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 11,2f,02,2f,01_RA09 k.fcs",24829009,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 11,2f,04,2f,08_RA11 k.fcs",19372042,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 10,2f,09,2f,01_RA05 k.fcs",13639238,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 11,2f,07,2f,27_RA17 mg.fcs",39480704,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 11,2f,05,2f,11_RA13 k.fcs",15339178,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 11,2f,05,2f,11_RA13 mg.fcs",39695072,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 10,2f,09,2f,01_RA06 mg.fcs",13820784,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 10,2f,12,2f,01_RA08 tr.fcs",16723596,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4G,FCS3.0,"Meres 10,2f,09,2f,01_RA06 k.fcs",43835689,BD FACSDiva Software Version 4.1,11
FR-FCM-ZZ4H,FCS3.0,Fig1AD.fcs,499358,BD FACSDiva Software Version 6.1.3,9
FR-FCM-ZZ4H,FCS3.0,Fig1B.fcs,304017,BD FACSDiva Software Version 6.1.3,9
FR-FCM-ZZ4H,FCS3.0,Fig1C.fcs,862303,BD FACSDiva Software Version 6.1.3,9
FR-FCM-ZZ4W,FCS3.0,9399_1_1_NKR.fcs,1721558,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9399_1_2_NKR.fcs,6000598,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9399_1_3_NKR.fcs,3989718,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9399_1_4_NKR.fcs,2828758,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9399_1_5_NKR.fcs,2579158,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9399_1_6_NKR.fcs,2494678,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9399_1_7_NKR.fcs,3701718,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9399_1_8_NKR.fcs,4529878,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9399_1_9_NKR.fcs,3125718,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9406_1_1_NKR.fcs,4024278,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9406_1_2_NKR.fcs,1305559,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9406_1_3_NKR.fcs,8002518,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9406_1_4_NKR.fcs,2108118,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9406_1_5_NKR.fcs,8002517,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9406_1_6_NKR.fcs,7481558,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9406_1_7_NKR.fcs,3714518,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9406_1_8_NKR.fcs,4942038,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9407_1_1_NKR.fcs,4897238,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9407_1_2_NKR.fcs,3189718,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9407_1_3_NKR.fcs,8002518,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9407_1_4_NKR.fcs,8002518,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9407_1_5_NKR.fcs,838358,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9407_1_6_NKR.fcs,1496278,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,9407_1_7_NKR.fcs,1762518,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,Compensation Controls_APC Stained Control.fcs,322127,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,Compensation Controls_APC-Cy7 Stained Control.fcs,322135,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,Compensation Controls_PE Stained Control.fcs,322123,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,Compensation Controls_Pacific Blue Stained Control.fcs,322145,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,Compensation Controls_PerCP-Cy5-5 Stained Control.fcs,322143,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4W,FCS3.0,Compensation Controls_Unstained Control.fcs,322122,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9399_1_1_NKR.fcs,6954099,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9399_1_2_NKR.fcs,8002418,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9399_1_3_NKR.fcs,8002418,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9399_1_4_NKR.fcs,8002418,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9399_1_5_NKR.fcs,8002420,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9399_1_6_NKR.fcs,8002419,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9399_1_7_NKR.fcs,8002419,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9399_1_8_NKR.fcs,8002418,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9399_1_9_NKR.fcs,8002419,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9406_1_1_NKR.fcs,5916019,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9406_1_2_NKR.fcs,8002418,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9406_1_3_NKR.fcs,8002419,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9406_1_4_NKR.fcs,8002418,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9406_1_5_NKR.fcs,8002419,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9406_1_6_NKR.fcs,8002420,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9406_1_7_NKR.fcs,5933939,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9406_1_8_NKR.fcs,8002419,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9407_1_1_NKR.fcs,2855539,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9407_1_2_NKR.fcs,8002419,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9407_1_3_NKR.fcs,8002419,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9407_1_4_NKR.fcs,6193779,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9407_1_5_NKR.fcs,8002419,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9407_1_6_NKR.fcs,8002420,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,9407_1_7_NKR.fcs,8002419,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,Compensation Controls_APC Stained Control.fcs,162141,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,Compensation Controls_APC-Cy7 Stained Control.fcs,162151,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,Compensation Controls_PE Stained Control.fcs,162142,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,Compensation Controls_Pacific Blue Stained Control.fcs,162163,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,Compensation Controls_PerCP-Cy5-5 Stained Control.fcs,162158,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4J,FCS3.0,Compensation Controls_Unstained Control.fcs,162139,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,Compensation Controls_APC-Cy7 Stained Control.fcs,322009,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,Compensation Controls_Unstained Control.fcs,321997,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9407_2_7_NKR.fcs,4057522,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9407_2_3_NKR.fcs,1758642,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9407_2_6_NKR.fcs,4063922,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9422_1_2_NKR.fcs,1096881,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9399_2_2_NKR.fcs,5772722,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,Compensation Controls_PerCP-Cy5-5 Stained Control.fcs,322019,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9399_2_6_NKR.fcs,6149040,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,Compensation Controls_PE Stained Control.fcs,321999,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9422_1_9_NKR.fcs,2133681,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9407_2_1_NKR.fcs,1572915,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,Compensation Controls_Pacific Blue Stained Control.fcs,322018,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9399_2_1_NKR.fcs,1078962,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9422_1_10_NKR.fcs,3179444,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9422_1_4_NKR.fcs,6054320,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9407_2_8_NKR.fcs,2751922,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9422_1_6_NKR.fcs,6548400,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9422_1_5_NKR.fcs,4849842,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,Compensation Controls_APC Stained Control.fcs,322002,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9399_2_5_NKR.fcs,1771440,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9422_1_7_NKR.fcs,5946802,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9407_2_4_NKR.fcs,3283122,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9407_2_9_NKR.fcs,2620080,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9399_2_3_NKR.fcs,2602162,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9422_1_8_NKR.fcs,4506802,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9422_1_1_NKR.fcs,957362,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9407_2_5_NKR.fcs,3898802,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9399_2_4_NKR.fcs,1384881,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4K,FCS3.0,9422_1_3_NKR.fcs,3036082,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9399_2_2_NKR.fcs,1204402,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9407_2_7_NKR.fcs,6394802,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9407_2_1_NKR.fcs,515762,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9422_1_5_NKR.fcs,1579442,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9399_2_5_NKR.fcs,7856562,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9422_1_2_NKR.fcs,728241,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9422_1_1_NKR.fcs,293041,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,Compensation Controls_APC-Cy7 Stained Control.fcs,322136,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9407_2_3_NKR.fcs,2865842,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,Compensation Controls_Unstained Control.fcs,322125,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9407_2_9_NKR.fcs,8002482,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9407_2_6_NKR.fcs,3205042,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9399_2_6_NKR.fcs,8002481,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9407_2_2_NKR.fcs,513201,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,Compensation Controls_PE Stained Control.fcs,112365,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9399_2_4_NKR.fcs,8002482,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9399_2_3_NKR.fcs,8002482,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,Compensation Controls_Pacific Blue Stained Control.fcs,322145,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9407_2_5_NKR.fcs,1657522,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9422_1_10_NKR.fcs,4092084,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9422_1_4_NKR.fcs,6292402,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9422_1_3_NKR.fcs,927922,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9407_2_8_NKR.fcs,5506482,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9407_2_4_NKR.fcs,2754482,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9399_2_1_NKR.fcs,1657522,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9422_1_9_NKR.fcs,2382002,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,Compensation Controls_PerCP-Cy5-5 Stained Control.fcs,218463,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9422_1_8_NKR.fcs,2890162,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9422_1_7_NKR.fcs,4110002,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4L,FCS3.0,9422_1_6_NKR.fcs,570802,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4N,FCS3.0,9406_3_10_NKR.fcs,36464429,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4N,FCS3.0,9406_3_11_NKR.fcs,18045230,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4N,FCS3.0,9406_3_12_NKR.fcs,18941005,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4N,FCS3.0,9406_3_13_NKR.fcs,15606797,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4N,FCS3.0,9406_3_1_NKR.fcs,6882379,BD FACSDiva Software Version 6.1.2,8
FR-FCM-ZZ4N,FCS3.0,9406_3_2_NKR.fcs,16396555,BD FACSDiva Software Version 6.1.2,8
